genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_encoded,song_length,genre_encoded
Comedy,Steve Harvey,Mom & Dad,4AOco1xkdmvgf39fkPPEKI,21,0.889,0.46,93173,0.638,0.0,1,0.69,-15.883,1,0.945,95.158,3.0,0.271,11768,285.474,7
Rock,Tom Petty and the Heartbreakers,Listen To Her Heart,4uluH27y1SDzUh3H9Nd8IQ,39,0.354,0.46,181520,0.843,0.279,9,0.233,-5.649,1,0.0372,127.77,4.0,0.378,13272,511.08,22
Soul,Teddy Pendergrass,"You're My Latest, Greatest Inspiration",24Uu2LvYtrQucgUL69WzMx,51,0.575,0.506,322693,0.401,8.32e-06,2,0.106,-11.203,1,0.0381,133.409,4.0,0.338,12147,533.636,24
Anime,Nanahira,Cutest Holiday Date,66xqZtlUL6W7MPy7NgGQoq,13,0.0453,0.644,256257,0.921,0.0697,6,0.106,-4.279,0,0.133,153.918,4.0,0.806,9035,615.672,2
Indie,Peach Pit,Being so Normal,65sNrvOp2HLlhGTeLJ0nnk,60,0.674,0.541,220067,0.583,0.00583,6,0.125,-8.886,0,0.0507,148.162,4.0,0.295,9830,592.648,13
Jazz,Kalabrese,Independent Dancer,26HJ6sMGNelzAEMvp7XNVw,49,0.0835,0.828,318457,0.487,0.254,5,0.147,-10.279,0,0.0485,120.05,4.0,0.336,6708,480.2,14
Children's Music,Megadeth,A Tout Le Monde,6olS0TmHmsGr0hXtcBsiVM,63,0.000393,0.272,262133,0.747,4.03e-05,5,0.16,-4.86,0,0.0401,202.777,4.0,0.255,8444,811.108,5
Country,Andy Griggs,She Thinks She Needs Me,5Eph6Vs0PftspPXZqlVN2y,44,0.0788,0.497,239000,0.568,0.0,0,0.223,-7.67,1,0.0285,138.107,4.0,0.386,657,552.428,8
Opera,Richard Heuberger,Der Opernball: Im Chambre Separée,6h4RCzAGqG1rmG56XMparK,6,0.946,0.217,228707,0.278,0.656,0,0.252,-12.701,1,0.0381,130.632,5.0,0.0674,10507,653.1600000000001,16
Indie,Johanna Warren,Black Moss,43Brqebz9aqpMyoCuqc6ns,55,0.916,0.432,248349,0.267,0.00107,11,0.122,-11.739,1,0.031,131.02,4.0,0.158,6234,524.08,13
Ska,Rancid,The Wars End,3gD2t3a7CBszqGKiayBMgN,36,0.00762,0.341,113640,0.95,9.14e-05,7,0.108,-5.18,1,0.0833,173.454,4.0,0.429,10304,693.816,23
Rap,Bobby Brown,My Prerogative,0v9kGNjkKdQUdDoBIuiph4,57,0.0655,0.762,291560,0.625,0.0,9,0.252,-10.481,1,0.0562,110.163,4.0,0.696,1636,440.652,19
Rap,NF,Intro,65kWtHIqg2IACNR9KP4KOS,62,0.78,0.646,199400,0.843,0.0,0,0.0882,-4.872,0,0.129,112.37,3.0,0.072,9006,337.11,19
Classical,Gustav Holst,"I Vow to Thee, my Country",4mSXobBfj6GhBgPLvVWgNy,37,0.978,0.242,283000,0.171,0.195,0,0.0855,-20.551,1,0.0441,129.02,3.0,0.123,4947,387.06000000000006,6
Reggaeton,Jeremias,Tu - Alternative Version,0ygoAvCjaiT11J9ltrlbgs,16,0.0766,0.662,222907,0.448,4.11e-06,7,0.108,-8.321,1,0.0414,81.987,4.0,0.294,6001,327.948,21
Soundtrack,James Newton Howard,"Silver - From ""Treasure Planet""/Score",5FRzVkgKzVCLvFosvSY3AW,22,0.911,0.387,159560,0.104,0.462,5,0.214,-23.797,1,0.0464,72.431,4.0,0.171,5792,289.724,25
Alternative,311,Rolling Through,2WYop6dv85ED2WZD739g9v,44,0.00202,0.444,173787,0.856,0.0,9,0.0708,-6.874,1,0.189,179.37,4.0,0.699,49,717.48,1
Hip-Hop,KEY,Cable Guy (feat. Jay Critch),4ZEQn8A2wbHR1s5979mTPC,48,0.0206,0.966,127868,0.706,0.0,6,0.0684,-6.179,0,0.219,122.055,4.0,0.537,6662,488.22,12
Ska,Los Pericos,Pupilas Lejanas (En Vivo),3b355y8meUI0ok4bhu9OpI,43,0.541,0.385,240144,0.595,1.34e-06,3,0.69,-8.946,1,0.0604,81.595,4.0,0.329,7755,326.38,23
Country,Levi Hummon,Love Heals (with Alison Krauss),2YyM7BCm4U0xDSy3WLHUY7,39,0.619,0.592,203785,0.431,5.31e-06,6,0.103,-8.502,1,0.0299,76.008,4.0,0.329,7480,304.032,8
Jazz,Nils Landgren,Polygon,7M17XMoKKEIayNBjsrGXrc,41,0.7,0.544,222112,0.596,0.903,9,0.0846,-11.865,0,0.042,120.103,4.0,0.384,9270,480.412,14
R&B,Daniel Caesar,Violet,22jnEneSABg4vRCR1vow7F,62,0.748,0.688,144000,0.425,0.00548,4,0.101,-8.134,0,0.027,129.975,4.0,0.179,2999,519.9,18
Folk,Grateful Dead,"Deal - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",0pPvu1AGxIj7pvESvSg4wi,48,0.385,0.657,370307,0.649,0.00418,2,0.706,-11.577,1,0.049,128.833,4.0,0.568,4846,515.332,11
Movie,Howard Ashman,Under the Sea - Synth Demo,7n6HYuUvnHPEgnI5Cnk2NZ,9,0.796,0.694,282827,0.39,6.96e-06,0,0.0995,-13.549,1,0.301,97.375,4.0,0.913,5350,389.5,15
Indie,Santigold,Can't Get Enough of Myself (feat. BC Unidos),5RuKwWwNwA2URfO4btAKwZ,47,0.388,0.69,237107,0.858,6.27e-05,2,0.0855,-6.307,0,0.043,156.027,3.0,0.961,11016,468.08099999999996,13
World,Will Reagan,Pilgrim Days,2Y3i02gTGJgFoHYf0BQtWr,34,0.000799,0.505,328598,0.616,0.00107,7,0.369,-6.199,0,0.025,148.03,4.0,0.328,13978,592.12,26
Blues,The Band,The Night They Drove Old Dixie Down - Concert Version,3ECIC2erE6103yYfSxWz80,37,0.126,0.367,277493,0.864,0.0021,0,0.96,-7.073,1,0.0894,121.018,4.0,0.401,12281,484.072,3
Comedy,Demetri Martin,Cremation to Necklace,5hS1qUq5qFftQCms5oWOVn,31,0.891,0.451,215633,0.697,2.94e-05,9,0.786,-15.162,1,0.945,93.224,3.0,0.338,3249,279.672,7
R&B,Raleigh Ritchie,Cowards,7nWC1XQv8bRMpVYuh5Bexj,49,0.0409,0.627,225987,0.495,0.0,11,0.111,-8.113,1,0.0426,77.452,4.0,0.23,10279,309.808,18
Reggaeton,Opi the Hit Machine,Gangbang,2FFrG4bpf97oogpqxoCmGq,20,0.153,0.751,196627,0.77,0.0,11,0.143,-5.872,1,0.176,165.986,4.0,0.905,9523,663.944,21
Soundtrack,Klaus Badelt,Walk The Plank,0fCE6NtM7kwrznu5ehOy22,41,0.775,0.387,118613,0.252,0.952,2,0.135,-15.424,1,0.0579,122.173,4.0,0.109,7032,488.692,25
Anime,Bruce Faulconer,Cell & Piccolo Face Off,1nHB7LUf5TFtviZIrk6r6z,14,0.787,0.397,143747,0.165,0.862,10,0.123,-17.22,1,0.0305,90.688,4.0,0.0686,1874,362.752,2
Folk,Lobo,Don't Expect Me to Be Your Friend,2TtUTMm65xZeqmF721Txfk,60,0.273,0.513,217907,0.347,0.0417,1,0.0805,-13.506,1,0.029,78.811,4.0,0.52,7669,315.244,11
Country,Crucifix,Sidewayz,4UfxB6YC8hyQiuKFdrVoaY,49,0.108,0.677,288603,0.512,0.0,1,0.206,-7.318,0,0.151,152.032,4.0,0.3,2795,608.128,8
Alternative,New Order,Bizarre Love Triangle - Live at MIF,33zKz4xcUICJ2s1hoptqkD,46,0.00279,0.505,344920,0.966,0.394,10,0.389,-6.213,1,0.045,124.0,4.0,0.564,9161,496.0,1
Hip-Hop,GZA,4th Chamber,4qfUlchVD7WM4JhA5xio6m,57,0.032,0.557,276968,0.453,0.000854,11,0.104,-6.237,1,0.218,179.23,4.0,0.0393,4495,716.92,12
Soul,Jake Hope,Reasons,1QTil8E3eU4ekpfJ2GkVKI,46,0.567,0.742,182526,0.186,0.00457,7,0.133,-14.203,0,0.0632,94.956,4.0,0.106,5751,379.824,24
Children's Music,Papa Roach,Who Do You Trust?,7kJkTFmKYHrp9LT8w0oqpG,62,0.047,0.56,196480,0.885,3.47e-06,2,0.361,-5.631,1,0.0363,102.003,4.0,0.312,9685,408.012,5
Indie,anders,December (feat. Luca),4QbraaiC4oHW1qmWy7M3AI,60,0.319,0.735,182264,0.329,1.26e-05,9,0.111,-12.309,0,0.0359,91.004,4.0,0.335,14362,364.016,13
Classical,Ludwig van Beethoven,"Piano Sonata No. 1 in F Minor, Op. 2 No. 1: II. Adagio",0rfyTaaBxt008p1TAD0niy,31,0.991,0.389,285093,0.0352,0.891,5,0.0832,-28.477,1,0.0468,127.789,4.0,0.209,7850,511.156,6
R&B,Lil' Kim,#Mine (feat. Kevin Gates),5j58cEDugUG4eXncGfPO87,51,0.00286,0.681,282645,0.754,0.0,2,0.255,-3.706,1,0.381,130.214,4.0,0.218,7555,520.856,18
Reggae,Cas Haley,Whole (feat. Tubby Love),2Z3BKZJH7ryMiVhPg35RNA,29,0.205,0.601,200193,0.575,0.0,0,0.13,-8.639,1,0.094,79.53,4.0,0.389,2180,318.12,20
Dance,Calvin Harris,We'll Be Coming Back (feat. Example),7B1Dl3tXqySkB8OPEwVvSu,65,0.00131,0.596,234360,0.952,0.0,7,0.598,-4.364,1,0.0873,127.945,4.0,0.571,2051,511.78,9
Dance,Apink,Mr. Chu,6fT9eZYgSvhu9v8wzrZkdG,49,0.359,0.769,214750,0.837,0.0,2,0.238,-3.499,1,0.0631,120.005,4.0,0.584,786,480.02,9
Electronic,Chris Lake,Only One (Radio Edit),1Dj7hbBEco5ZT0DqY7Q2IV,49,0.0107,0.683,160627,0.678,2.27e-05,9,0.822,-6.756,1,0.0332,126.988,4.0,0.45,2442,507.952,10
Anime,TeddyLoid,ME!ME!ME! - INFINITY,1bLFk9RGcPtkoDgcLVed7L,30,0.0216,0.581,247493,0.981,1.26e-06,9,0.302,-0.239,0,0.0876,128.043,4.0,0.387,12150,512.172,2
Reggae,SOJA,True Love,2Y9WfjpGt3kzv7cbRl3s3O,63,0.203,0.86,256733,0.408,0.0,6,0.103,-8.841,0,0.0532,116.831,4.0,0.53,10896,467.324,20
Soundtrack,Greg Edmonson,Inara's Suite,4d5i3jiHRF9fDdIesNeoHg,26,0.938,0.138,209840,0.0468,0.137,0,0.0954,-23.198,1,0.0449,81.308,3.0,0.148,4867,243.92400000000004,25
Blues,Pete Molinari,Hang My Head in Shame,7lxHif999XHcMA3ER65kBy,22,0.00561,0.442,225099,0.876,0.0735,6,0.121,-6.065,1,0.0344,89.354,4.0,0.278,9880,357.416,3
Indie,Bleachers,Keeping A Secret,7CoZlkSFHX1UqdJ1S90pc8,49,0.365,0.652,205885,0.631,0.00267,0,0.111,-12.082,1,0.17,98.013,4.0,0.303,1547,392.052,13
Jazz,Freddie Joachim,Breeze,3wBC8ANji4oAciUJJgOrqo,50,0.0137,0.825,156787,0.472,0.834,1,0.0992,-7.146,1,0.069,92.013,4.0,0.831,4392,368.052,14
Indie,Radiohead,Fake Plastic Trees,045sp2JToyTaaKyXkGejPy,72,0.167,0.454,290707,0.229,0.102,2,0.202,-12.592,1,0.0297,73.552,4.0,0.134,10250,294.208,13
Country,Luke Bryan,Hooked On It,0vzhTiDAhK2SJ3ymvrfewt,51,0.0951,0.513,197172,0.969,0.0,9,0.107,-1.375,1,0.0909,163.981,4.0,0.586,7863,655.924,8
Reggae,Sol Seed,Respect,4PVjKdXH2IMWWvHkOtL2di,21,0.00725,0.848,307213,0.722,0.00487,1,0.219,-6.606,1,0.045,130.015,4.0,0.851,11539,520.06,20
Hip-Hop,Jadakiss,Why,58LflM1owDAzQkYIL7ayCX,49,0.0164,0.602,240000,0.938,0.0,1,0.0612,-3.378,0,0.238,168.417,4.0,0.562,5722,673.668,12
Soul,Stevie Wonder,I Believe (When I Fall In Love It Will Be Forever),4P3R9J5VGPyAPx9T6ZXAcF,50,0.374,0.441,293067,0.441,1.35e-05,3,0.186,-13.361,1,0.0391,123.736,4.0,0.182,11801,494.944,24
Movie,Angela Lansbury,Simple,4pi39D3h1MdZOy5wgBGx8O,9,0.782,0.618,777200,0.511,0.0,0,0.648,-9.713,1,0.499,113.815,4.0,0.663,683,455.26,15
Reggae,Steel Pulse,Blues Dance Raid,4elJh9DUanyNsU3NALI19N,43,0.00165,0.792,293400,0.542,0.000108,4,0.0588,-9.192,0,0.0884,164.922,4.0,0.859,11725,659.688,20
Ska,The Urge,Take Away,5cSphBaRGXddmDiG6PyoQE,15,0.0362,0.609,218360,0.905,5.05e-05,11,0.165,-6.187,0,0.0482,103.855,4.0,0.803,13021,415.42,23
Comedy,Felipe Esparza,Rebound Material,4w4tMxPEtbfzIvRQ6X1LoW,14,0.835,0.462,56089,0.25,0.0,11,0.715,-21.413,1,0.826,89.936,5.0,0.271,4156,449.68000000000006,7
Country,Brad Paisley,Last Time for Everything,3EWQsarNCItwHn9hE2MHTn,59,0.422,0.482,230832,0.739,1.87e-05,7,0.468,-5.476,1,0.0342,155.932,4.0,0.613,1749,623.728,8
World,Phil Wickham,Starmaker (High Above the Earth) - Acoustic,7kNzDERIhKLvxkN1apencz,40,0.459,0.389,325413,0.369,0.0,0,0.0964,-8.769,0,0.0304,124.825,4.0,0.251,9937,499.3,26
Opera,Giuseppe Verdi,Requiem: IV. Sanctus,5QAu9XfUfSUY04ZCYDDPnE,10,0.986,0.273,149187,0.197,0.917,5,0.0448,-18.739,1,0.0417,121.192,4.0,0.288,4736,484.768,16
World,Goldmund,Sumi-e,1kJft27uLxha4lbRFaLH8l,31,0.987,0.324,145030,0.221,0.945,1,0.0892,-24.036,1,0.0285,150.569,4.0,0.136,4794,602.276,26
Classical,Haken,The Endless Knot,1ux3tUN5QnfnFlyDTCxELH,40,0.000755,0.539,350000,0.94,0.000683,9,0.253,-5.057,0,0.0879,140.037,5.0,0.28,5011,700.1850000000001,6
Soundtrack,Randy Edelman,One Too Many Martinis,6utuA4jYMGF0dOoDheAJex,19,0.909,0.23,148773,0.292,0.71,5,0.0911,-10.106,1,0.035,69.192,3.0,0.0897,10310,207.57599999999996,25
Reggaeton,Becky G,Sin Pijama,2ijef6ni2amuunRoKTlgww,86,0.354,0.791,188560,0.745,2.93e-05,11,0.104,-3.695,0,0.0464,94.014,4.0,0.82,1240,376.056,21
Comedy,Joe Rogan,Osama Is Right out of a Comic Book and the Terrorist Cell Phone Network,0sbdhF7LXVuXqVE4UpCE0Y,38,0.686,0.643,156680,0.67,0.0,0,0.81,-8.158,1,0.929,64.063,3.0,0.494,6190,192.18900000000002,7
Indie,Elina,Champion,1z1mMZtZW0gvR9FSPc7JpJ,68,0.921,0.65,173237,0.171,0.0,6,0.127,-9.005,1,0.0519,119.522,4.0,0.284,3799,478.088,13
Ska,The Mighty Mighty Bosstones,Allow Them,6IEf97jWpdMUZDc0dhbnQA,18,0.0189,0.626,207720,0.922,0.000184,7,0.151,-3.926,1,0.068,90.818,4.0,0.73,12748,363.272,23
Children's Music,Michael W. Smith,Miracles,03nd2iURMWMtVHCVUNYRQK,36,0.227,0.452,528073,0.488,3.98e-05,9,0.201,-8.912,1,0.0342,145.997,4.0,0.102,8571,583.988,5
Electronic,Mnogoznaal,Гостиница Космос,2qFbvcFsaL7Fgk7o2X4Drf,36,0.242,0.635,141031,0.911,0.00325,1,0.694,-4.682,1,0.11,149.93,4.0,0.382,8749,599.72,10
World,Kim Bum Soo,Last Love,1Uich3MOYxcBw14WavzZpi,43,0.647,0.401,251716,0.32,0.0,5,0.118,-6.378,1,0.0381,140.822,4.0,0.276,6970,563.288,26
Hip-Hop,Action Bronson,Standing in the Rain (with Mark Ronson & Dan Auerbach),6p586xRu0OuyR1ftsTvFoz,58,0.0168,0.642,202145,0.901,1.97e-06,1,0.0887,-3.688,0,0.0773,100.039,4.0,0.352,216,400.156,12
Country,Miranda Lambert,What About Georgia?,3ou3WIS4ElP3RN4vFsLl3M,34,0.012,0.543,205867,0.879,0.0,2,0.0739,-2.99,1,0.0498,106.732,4.0,0.571,8714,426.928,8
Classical,Edvard Grieg,"Lyric Pieces, Op. 12: I. Arietta - Poco andante e sostenuto",76wV53YHl0tGEvT3L0QzvK,33,0.995,0.426,85907,0.00278,0.909,10,0.105,-38.817,1,0.0593,71.524,1.0,0.197,3719,71.524,6
World,Shane & Shane,Holy Spirit,6VYmCY61wgyj2pl9v22Zd5,39,0.403,0.531,298845,0.363,0.0,9,0.0917,-10.374,1,0.0284,71.973,4.0,0.35,11212,287.892,26
Country,Laura Bell Bundy,So Much Better,3nfMOTjl5Ts1GZScRKuQnF,55,0.564,0.587,209227,0.59,0.0,2,0.115,-10.221,1,0.689,78.701,4.0,0.426,7316,314.804,8
Children's Music,The Downtown Fiction,I Just Wanna Run,2S4CfxZG29GZWwDeMtBq2R,54,0.00769,0.669,199960,0.667,0.0,4,0.0983,-3.0,1,0.0511,128.103,4.0,0.69,12480,512.412,5
Rock,Porno Graffitti,The Day,1tjOClAkdMxDfYPO0xvGbG,60,0.000761,0.512,241627,0.933,0.0,1,0.342,-4.759,0,0.0738,92.998,4.0,0.465,10069,371.992,22
Indie,DOPE LEMON,Marinade,2N60TAtXaCbmi7zqdUoW61,63,0.242,0.677,237961,0.74,0.0146,2,0.105,-6.528,1,0.0243,110.193,4.0,0.679,2909,440.772,13
Jazz,Charles Mingus,Self-Portrait in Three Colors,38C8v33eis3fa4hLf0dl8Z,35,0.963,0.258,187867,0.0919,0.356,7,0.0916,-16.015,0,0.0322,177.289,3.0,0.182,2296,531.867,14
Rap,BROCKHAMPTON,FIGHT,7sJ7zlySCbRw6OjlLhVQMt,54,0.319,0.656,181441,0.698,2.2e-05,1,0.252,-7.322,1,0.0967,90.008,4.0,0.165,1057,360.032,19
Reggae,The Maytals,It Must Be True Love,1pZcY3kqDfEmJjrQ2CLP3B,53,0.387,0.877,204707,0.395,0.00338,9,0.312,-11.762,1,0.0961,120.287,4.0,0.932,12738,481.148,20
Ska,No Use For A Name,Fairytale of New York,12eSTAabA2lAvBo8dQUrK9,28,0.0141,0.3,243733,0.817,0.0,4,0.148,-7.05,1,0.0725,179.735,4.0,0.591,9312,718.94,23
Country,Granger Smith,They Were There,1ruOd1K8fPwhz0AOgGc7yg,48,0.0501,0.45,204853,0.907,0.0,11,0.216,-4.601,0,0.0665,175.905,4.0,0.446,4842,703.62,8
Electronic,Moksi,Harvest,46orV0SGnJLEnbte3rS47t,30,0.0513,0.793,243750,0.588,0.746,11,0.101,-5.577,1,0.0642,128.008,4.0,0.311,8777,512.032,10
Blues,Blackfoot,Left Turn on a Red Light,16pGi1ZNrsPvx5TD8oFleb,40,0.518,0.497,277960,0.749,0.000567,2,0.0902,-6.746,0,0.0447,91.976,4.0,0.717,1528,367.904,3
Rap,Trey Songz,Heart Attack,25CA8QVJQrh5R05UUCaODM,54,0.0593,0.608,233147,0.863,0.0,11,0.228,-4.87,1,0.131,150.029,4.0,0.476,13427,600.116,19
Classical,Wolfgang Amadeus Mozart,"Menuet In C Major, K. 485a",04HFjYp900E9b3Plshyvzo,39,0.75,0.512,146333,0.0114,6.59e-05,11,0.0969,-30.281,1,0.0415,132.065,3.0,0.29,14047,396.195,6
Opera,Richard Wagner,"Gotterdammerung (Twilight of the Gods), Prologue: Siegfrieds Rheinfahrt",1HPJZ60KPBqwm8ydwQvVKZ,17,0.973,0.126,654000,0.124,0.933,3,0.109,-20.699,1,0.0416,87.181,4.0,0.0396,10519,348.724,16
R&B,Snoh Aalegra,Home - Remix,6tX58sMa2yo08gHgQhtWqD,42,0.168,0.656,234423,0.717,5.79e-06,0,0.1,-9.241,1,0.0521,85.007,4.0,0.416,11503,340.028,18
Pop,Jonas Brothers,Your Biggest Fan,6le4IgtphcTvRawgHYhZmU,58,0.0385,0.719,179907,0.624,0.0,0,0.263,-5.935,1,0.106,92.004,4.0,0.782,6391,368.016,17
Pop,Justin Bieber,What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,78,0.61,0.837,205680,0.571,0.000898,5,0.0849,-8.273,0,0.0922,125.034,4.0,0.801,6608,500.136,17
Children's Music,for KING & COUNTRY,"Fight On, Fighter",7lPM8uXuIO5MDWv6L0TPaZ,60,0.253,0.677,220556,0.486,0.688,6,0.0912,-7.947,1,0.0305,108.042,4.0,0.061,14403,432.168,5
Jazz,Tower Of Power,Squib Cakes,6AzVzSSQ6Wd2ep2SEeqB9V,39,0.0557,0.525,459333,0.922,0.908,10,0.0721,-7.023,0,0.0756,117.908,4.0,0.823,13374,471.632,14
Blues,Jimi Hendrix,Tax Free,0M20QgasBjsz0XLgkkOo0C,36,0.00131,0.284,500813,0.902,0.559,1,0.134,-8.721,1,0.0998,81.161,4.0,0.308,6103,324.644,3
Alternative,Night Riots,Contagious,1N3OTRDeaeTcybizwQ6vB3,49,0.000457,0.526,216077,0.778,0.0971,1,0.136,-4.293,1,0.0293,135.837,4.0,0.351,9251,543.348,1
Classical,Richard Strauss,"4 Letzte Lieder, TrV 296: No. 2, September (Live)",67H4YGLGWbCbeQxSHLUab7,0,0.934,0.171,268000,0.0547,0.000349,2,0.107,-26.867,1,0.0422,101.957,1.0,0.0388,10515,101.957,6
Soundtrack,Patrick Doyle,Frost Giant Battle,3MjVnlXRHeIMQ8Dvb43Ajm,24,0.208,0.421,262347,0.611,0.922,10,0.338,-14.584,1,0.0491,83.035,4.0,0.211,9752,332.14,25
Classical,Gustav Mahler,"Symphony No. 8 in E-Flat Major - ""Symphony of a Thousand"" / Pt. 2: ""Ewiger Wonnebrand""",1DrWRp28MwuJiwhuFhMLyc,6,0.97,0.271,83507,0.269,0.193,0,0.586,-17.081,0,0.0341,145.554,3.0,0.38,4948,436.66200000000003,6
Soul,Brent Faiyaz,First World Problemz / Nobody Carez,042wd4CrF4WTAwiKs0F7Ve,54,0.259,0.582,350549,0.502,0.000378,3,0.16,-11.053,0,0.102,85.629,4.0,0.555,1793,342.516,24
Electronic,Gramatik,Portorose in July,1UM0vjQ7fdZ3k2o26FTkur,32,0.29,0.712,271429,0.503,0.655,9,0.0829,-7.94,1,0.0771,84.021,4.0,0.54,4834,336.084,10
Soul,Patti LaBelle,If You Asked Me To - Single Version,2BvBND9pWHh0EDUgcEdXfy,34,0.483,0.465,239827,0.447,0.000315,5,0.24,-10.704,1,0.0252,173.114,4.0,0.284,9762,692.456,24
Alternative,Otherwise,Coming for the Throne,6VKYuwheBypKvCC0LqdsmN,39,0.00131,0.457,190912,0.959,0.0,8,0.116,-3.735,1,0.116,170.092,4.0,0.572,9571,680.368,1
Alternative,Phil Wickham,Divine Romance,017nSBNU2XHwMV0NCWZCqg,41,0.11,0.469,298027,0.523,4.2e-06,8,0.102,-8.409,0,0.0269,90.062,4.0,0.197,9937,360.248,1
Country,Seckond Chaynce,Rap Devil (Speed Demon),16OmRMANkVA9JRbDBPc3cA,43,0.0451,0.838,141453,0.602,0.0,9,0.182,-6.67,0,0.346,149.995,4.0,0.148,11134,599.98,8
Ska,Cherry Poppin' Daddies,Irish Whiskey,5DMboaNmh8sPupremEsprt,14,0.00271,0.492,213467,0.967,1.71e-06,3,0.308,-4.456,1,0.118,136.051,4.0,0.58,2366,544.204,23
R&B,Strap Teezie,Treat Me Like Somebody,4a4ZDsds5ei3ZJSOfOyRQh,39,0.424,0.623,234344,0.304,0.0,4,0.0698,-13.18,1,0.2,129.968,4.0,0.354,11825,519.872,18
Jazz,Joe Williams,Woman's Got Soul,6EHJcbjjFtukS3aIwnynqM,45,0.71,0.622,142573,0.418,0.0,1,0.116,-11.451,1,0.0818,129.268,4.0,0.685,6198,517.072,14
Reggae,Tropidelic,Offer It Up,0EFVNsIDjfJe0MIKluXsr8,25,0.0774,0.586,212267,0.717,0.0,0,0.218,-7.484,0,0.0404,152.245,4.0,0.539,13461,608.98,20
Children's Music,The Wayfarers,Puff the Magic Dragon,5ch7DFRTgkng8Eo9WyGikN,0,0.374,0.544,220987,0.169,0.0,0,0.154,-15.329,1,0.0447,131.395,4.0,0.475,13052,525.58,4
Children's Music,Foster The People,Harden the Paint,7mlJpcVvVRzgGwkL3GUgY3,51,0.000152,0.483,234547,0.721,0.488,11,0.0644,-5.633,0,0.0365,165.917,4.0,0.232,4291,663.668,5
Children's Music,Children Songs Company,The First Noel Hip Hop,2niC2nXNTe32KUZS69GnX1,0,0.0695,0.787,171882,0.456,0.853,7,0.0867,-13.585,1,0.0385,100.007,4.0,0.79,2392,400.028,4
Country,Sonny Bama,Lady Karma,68R5ta83kcPebZs9Ru5L6Z,44,0.0925,0.608,291467,0.649,8.49e-05,6,0.553,-7.876,0,0.19,167.936,4.0,0.505,11568,671.744,8
Jazz,Fat Freddy's Drop,Ernie,469e9xIXfJ9wnNxrVdqXWP,54,0.0672,0.6,437200,0.365,0.585,9,0.0921,-13.083,0,0.0498,130.046,4.0,0.131,4116,520.184,14
Anime,Hiroyuki Sawano,INSANITY,5TcBTkwYbKJb7axLz4HdB4,17,0.994,0.361,131520,0.0275,0.924,8,0.103,-21.001,0,0.0816,177.008,3.0,0.243,5266,531.024,2
Folk,Phosphorescent,This Land Is Your Land,5VYafNKWKEbNr2BsYoABDo,44,0.961,0.422,220622,0.155,0.832,5,0.0929,-19.959,1,0.0341,74.705,4.0,0.192,9962,298.82,11
Rap,Key Glock,Orville Redenbacher,4Dw7GdfvIaFMpFSuxezFG3,52,0.000415,0.892,178782,0.671,0.0,0,0.095,-6.436,1,0.292,139.989,4.0,0.582,6924,559.956,19
World,Will Reagan,Lord Come,795GL6zHUQPwX9HXZBCaVS,26,0.754,0.185,304373,0.147,0.106,0,0.0839,-13.74,1,0.0348,103.687,4.0,0.0456,13978,414.748,26
Jazz,Jamiroquai,Cloud 9,2kX4ykCwUeAVYv6fahnDfG,59,0.408,0.888,236947,0.687,0.0,2,0.0615,-7.744,1,0.107,115.034,4.0,0.432,5821,460.136,14
Comedy,George Carlin,Death and Dying,1ljqViG1xCoiy3J7Z496c0,12,0.9,0.365,828667,0.468,0.0,2,0.505,-29.168,1,0.904,75.516,3.0,0.0383,4617,226.548,7
Hip-Hop,88GLAM,Cake,3ZOwmSmQKX4vTK4N6e2GsW,65,0.372,0.775,211862,0.539,8.11e-06,5,0.225,-4.303,1,0.0881,144.966,4.0,0.624,86,579.864,12
Soundtrack,Ryuichi Sakamoto,Happy End,2PWuBCNVLLAuiESBmS4bCn,34,0.983,0.476,320093,0.143,0.00916,5,0.119,-12.049,0,0.0348,104.031,4.0,0.155,10855,416.124,25
Reggae,Bootleg Rascal,Asleep in the Machine,24f5lSKBoHbWQyKxpVQM81,41,0.135,0.519,187659,0.771,6.61e-06,1,0.946,-4.875,0,0.158,145.937,4.0,0.746,1708,583.748,20
R&B,Faith Evans,You Used To Love Me,0KhXVmAN4sqeEgsqRd39f2,58,0.247,0.702,269173,0.458,1.64e-06,0,0.126,-8.195,1,0.035,89.271,4.0,0.678,4082,357.084,18
R&B,TLC,Baby-Baby-Baby,1zTuB57LYZa7xu7KUH8kF0,52,0.0913,0.679,315040,0.597,0.000673,11,0.0487,-8.601,0,0.0439,184.174,4.0,0.9,12026,736.696,18
World,Ayub Ogada,Kothbiro,0oiNsnH40PPTBFqixyPTWG,45,0.985,0.394,334827,0.0691,0.00434,4,0.0931,-17.082,0,0.0331,76.906,4.0,0.486,1009,307.624,26
Folk,Jan & Dean,Surf City - Remastered 1990 / Stereo Remix,4ZzXPeOfMXk0iKNQGdlzDq,53,0.595,0.469,163027,0.647,1.65e-06,8,0.339,-13.913,1,0.0315,147.878,4.0,0.942,5823,591.512,11
